customerID,ChurnProbability,RiskSegment,tenure,Contract,MonthlyCharges,TechSupport,OnlineSecurity,PaymentMethod,RetentionAction
5644-PDMZC,0.7334204777439202,Very High,2,Month-to-month,89.5,No,No,Electronic check,Priority outreach + long-term contract incentive
2077-MPJQO,0.7327029747512034,Very High,7,Month-to-month,75.4,No,No,Electronic check,Priority outreach + long-term contract incentive
6161-UUUTA,0.7326690886542467,Very High,3,Month-to-month,79.9,No,No,Electronic check,Priority outreach + long-term contract incentive
6229-LSCKB,0.7326690886542467,Very High,6,Month-to-month,79.7,No,No,Electronic check,Priority outreach + long-term contract incentive
3606-TWKGI,0.7310055461533624,Very High,13,Month-to-month,106.9,No,No,Electronic check,Priority outreach + long-term contract incentive
2645-QTLMB,0.7307744350381518,Very High,7,Month-to-month,94.25,No,No,Electronic check,Priority outreach + long-term contract incentive
2027-FECZV,0.7307565547601756,Very High,12,Month-to-month,106.7,No,No,Electronic check,Priority outreach + long-term contract incentive
2612-RANWT,0.730512196138361,Very High,12,Month-to-month,100.15,No,No,Bank transfer (automatic),Priority outreach + long-term contract incentive
8168-UQWWF,0.730512196138361,Very High,11,Month-to-month,97.85,No,No,Bank transfer (automatic),Priority outreach + long-term contract incentive
2754-VDLTR,0.7303634799526927,Very High,10,Month-to-month,95.2,No,No,Electronic check,Priority outreach + long-term contract incentive
5835-BEQEU,0.7295559293827892,Very High,3,Month-to-month,76.95,No,No,Electronic check,Priority outreach + long-term contract incentive
1618-CFHME,0.7295559293827892,Very High,2,Month-to-month,75.9,No,No,Electronic check,Priority outreach + long-term contract incentive
0637-KVDLV,0.7295559293827892,Very High,2,Month-to-month,76.5,No,No,Electronic check,Priority outreach + long-term contract incentive
8992-JQYUN,0.7293567441446346,Very High,1,Month-to-month,50.35,No,No,Electronic check,Priority outreach + long-term contract incentive
6326-MTTXK,0.7285433279832589,Very High,8,Month-to-month,100.85,No,No,Electronic check,Priority outreach + long-term contract incentive
1569-TTNYJ,0.72840785256931,Very High,5,Month-to-month,78.75,No,No,Electronic check,Priority outreach + long-term contract incentive
1309-BXVOQ,0.7280262322799275,Very High,21,Month-to-month,106.1,Yes,No,Electronic check,Priority outreach + long-term contract incentive
6615-NGGZJ,0.7275843457440625,Very High,14,Month-to-month,100.55,No,No,Electronic check,Priority outreach + long-term contract incentive
3473-XIIIT,0.7275843457440625,Very High,16,Month-to-month,100.0,No,No,Electronic check,Priority outreach + long-term contract incentive
9094-AZPHK,0.7275843457440625,Very High,15,Month-to-month,100.15,No,No,Electronic check,Priority outreach + long-term contract incentive
3292-PBZEJ,0.727442448389656,Very High,11,Month-to-month,111.4,Yes,No,Electronic check,Priority outreach + long-term contract incentive
9514-JDSKI,0.7266896260926573,Very High,1,Month-to-month,40.2,No,No,Electronic check,Priority outreach + long-term contract incentive
4529-CKBCL,0.7261471995578065,Very High,2,Month-to-month,80.2,No,No,Electronic check,Priority outreach + long-term contract incentive
1981-INRFU,0.7261471995578065,Very High,2,Month-to-month,79.75,No,No,Electronic check,Priority outreach + long-term contract incentive
7760-OYPDY,0.7261471995578065,Very High,2,Month-to-month,80.65,No,No,Electronic check,Priority outreach + long-term contract incentive
4234-XTNEA,0.7261471995578065,Very High,2,Month-to-month,79.95,No,No,Electronic check,Priority outreach + long-term contract incentive
9689-PTNPG,0.7261471995578065,Very High,2,Month-to-month,80.25,No,No,Electronic check,Priority outreach + long-term contract incentive
0375-HVGXO,0.726071249303712,Very High,1,Month-to-month,34.7,No,No,Electronic check,Priority outreach + long-term contract incentive
5378-IKEEG,0.726071249303712,Very High,1,Month-to-month,35.75,No,No,Electronic check,Priority outreach + long-term contract incentive
0122-OAHPZ,0.7253641756707829,Very High,7,Month-to-month,73.85,No,No,Electronic check,Priority outreach + long-term contract incentive
6711-FLDFB,0.7253641756707829,Very High,7,Month-to-month,74.9,No,No,Electronic check,Priority outreach + long-term contract incentive
4112-LUEIZ,0.7252567737311358,Very High,10,Month-to-month,89.5,No,No,Electronic check,Priority outreach + long-term contract incentive
3519-ZKXGG,0.724893047107484,Very High,3,Month-to-month,75.85,No,No,Electronic check,Priority outreach + long-term contract incentive
4581-SSPWD,0.724893047107484,Very High,3,Month-to-month,75.8,No,No,Electronic check,Priority outreach + long-term contract incentive
8443-ZRDBZ,0.724893047107484,Very High,4,Month-to-month,76.05,No,No,Electronic check,Priority outreach + long-term contract incentive
5561-NWEVX,0.7248530707905796,Very High,2,Month-to-month,79.2,No,No,Electronic check,Priority outreach + long-term contract incentive
5348-CAGXB,0.7244156845208206,Very High,12,Month-to-month,89.55,No,No,Electronic check,Priority outreach + long-term contract incentive
0329-GTIAJ,0.724308854000936,Very High,3,Month-to-month,97.9,Yes,No,Electronic check,Priority outreach + long-term contract incentive
7218-HKQFK,0.7239196722400799,Very High,2,Month-to-month,94.2,Yes,No,Electronic check,Priority outreach + long-term contract incentive
8086-OVPWV,0.7237795173000687,Very High,2,Month-to-month,80.2,No,No,Electronic check,Priority outreach + long-term contract incentive
9878-TNQGW,0.7237795173000687,Very High,2,Month-to-month,80.95,No,No,Electronic check,Priority outreach + long-term contract incentive
1496-GGSUK,0.7235053097537415,Very High,1,Month-to-month,25.7,No,No,Mailed check,Priority outreach + long-term contract incentive
0661-XEYAN,0.7235053097537415,Very High,1,Month-to-month,25.8,No,No,Mailed check,Priority outreach + long-term contract incentive
0220-EBGCE,0.7231987362188881,Very High,2,Month-to-month,85.85,No,No,Electronic check,Priority outreach + long-term contract incentive
3091-FYHKI,0.7222774554805169,Very High,1,Month-to-month,35.45,No,No,Electronic check,Priority outreach + long-term contract incentive
0841-NULXI,0.7222774554805169,Very High,1,Month-to-month,35.55,No,No,Electronic check,Priority outreach + long-term contract incentive
7817-BOQPW,0.7222667342592357,Very High,2,Month-to-month,75.55,No,No,Electronic check,Priority outreach + long-term contract incentive
1320-HTRDR,0.7222667342592357,Very High,3,Month-to-month,75.5,No,No,Electronic check,Priority outreach + long-term contract incentive
5956-YHHRX,0.7221292813918213,Very High,21,Month-to-month,104.35,No,No,Electronic check,Priority outreach + long-term contract incentive
0840-DFEZH,0.7214827528737056,Very High,7,Month-to-month,75.35,No,No,Electronic check,Priority outreach + long-term contract incentive
6357-JJPQT,0.7214479851167233,Very High,3,Month-to-month,80.5,No,No,Electronic check,Priority outreach + long-term contract incentive
2612-RRIDN,0.7214479851167233,Very High,4,Month-to-month,81.0,No,No,Electronic check,Priority outreach + long-term contract incentive
2959-MJHIC,0.7214479851167233,Very High,4,Month-to-month,80.35,No,No,Electronic check,Priority outreach + long-term contract incentive
8752-STIVR,0.7214479851167233,Very High,4,Month-to-month,79.0,No,No,Electronic check,Priority outreach + long-term contract incentive
7563-BIUPC,0.7214479851167233,Very High,5,Month-to-month,80.6,No,No,Electronic check,Priority outreach + long-term contract incentive
1678-FYZOW,0.7214479851167233,Very High,3,Month-to-month,79.4,No,No,Electronic check,Priority outreach + long-term contract incentive
3295-YVUSR,0.7209898462969679,Very High,2,Month-to-month,72.6,No,No,Mailed check,Priority outreach + long-term contract incentive
7235-NXZCP,0.7209898462969679,Very High,2,Month-to-month,74.85,No,No,Mailed check,Priority outreach + long-term contract incentive
3191-CSNMG,0.7207392253034786,Very High,3,Month-to-month,80.7,No,No,Electronic check,Priority outreach + long-term contract incentive
2123-AGEEN,0.7202695208648637,Very High,7,Month-to-month,84.35,No,No,Electronic check,Priority outreach + long-term contract incentive
9444-JTXHZ,0.7200816024199774,Very High,1,Month-to-month,76.2,No,No,Electronic check,Priority outreach + long-term contract incentive
6910-HADCM,0.7200816024199774,Very High,1,Month-to-month,76.35,No,No,Electronic check,Priority outreach + long-term contract incentive
0916-QOFDP,0.719620263962205,Very High,14,Month-to-month,95.8,No,No,Electronic check,Priority outreach + long-term contract incentive
7693-LCKZL,0.7193931326308972,Very High,5,Month-to-month,80.15,No,No,Electronic check,Priority outreach + long-term contract incentive
4210-QFJMF,0.7190553933873625,Very High,4,Month-to-month,79.15,No,No,Electronic check,Priority outreach + long-term contract incentive
2789-HQBOU,0.7190553933873625,Very High,3,Month-to-month,80.35,No,No,Electronic check,Priority outreach + long-term contract incentive
6941-PMGEP,0.7190553933873625,Very High,5,Month-to-month,80.0,No,No,Electronic check,Priority outreach + long-term contract incentive
4806-KEXQR,0.7190553933873625,Very High,4,Month-to-month,79.9,No,No,Electronic check,Priority outreach + long-term contract incentive
1465-VINDH,0.7187690390108454,Very High,10,Month-to-month,102.1,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
9547-ITEFG,0.7187690390108454,Very High,9,Month-to-month,102.6,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
9897-KXHCM,0.7183429224746102,Very High,3,Month-to-month,80.3,No,No,Electronic check,Priority outreach + long-term contract incentive
4749-OJKQU,0.7175268351078717,Very High,4,Month-to-month,75.65,No,No,Electronic check,Priority outreach + long-term contract incentive
8185-UPYBR,0.7175268351078717,Very High,6,Month-to-month,75.5,No,No,Electronic check,Priority outreach + long-term contract incentive
2516-VQRRV,0.7170707150646104,Very High,2,Month-to-month,75.45,No,No,Mailed check,Priority outreach + long-term contract incentive
6786-OBWQR,0.7169080003651093,Very High,5,Month-to-month,80.85,No,No,Electronic check,Priority outreach + long-term contract incentive
0709-TVGUR,0.7168200694582968,Very High,9,Month-to-month,74.55,No,No,Electronic check,Priority outreach + long-term contract incentive
6860-YRJZP,0.7168200694582968,Very High,9,Month-to-month,74.05,No,No,Electronic check,Priority outreach + long-term contract incentive
5293-WXJAK,0.7166757348421362,Very High,11,Month-to-month,104.05,Yes,No,Bank transfer (automatic),Priority outreach + long-term contract incentive
8361-LTMKD,0.7162367168546157,Very High,4,Month-to-month,74.4,No,No,Mailed check,Priority outreach + long-term contract incentive
9734-YWGEX,0.7160023087669665,Very High,9,Month-to-month,98.3,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
9809-IMGCQ,0.7153342330424136,Very High,22,Month-to-month,96.7,No,No,Electronic check,Priority outreach + long-term contract incentive
9231-ZJYAM,0.7149879055299202,Very High,4,Month-to-month,78.85,No,No,Electronic check,Priority outreach + long-term contract incentive
5673-FSSMF,0.7141175781505951,Very High,1,Month-to-month,60.15,No,No,Electronic check,Priority outreach + long-term contract incentive
0616-ATFGB,0.7141027203048472,Very High,1,Month-to-month,25.05,No,No,Electronic check,Priority outreach + long-term contract incentive
0612-RTZZA,0.7141027203048472,Very High,1,Month-to-month,25.25,No,No,Electronic check,Priority outreach + long-term contract incentive
5043-TRZWM,0.7126376310527408,Very High,1,Month-to-month,75.55,No,No,Electronic check,Priority outreach + long-term contract incentive
6060-DRTNL,0.712585577487652,Very High,5,Month-to-month,84.85,No,No,Mailed check,Priority outreach + long-term contract incentive
3440-JPSCL,0.7116543883983226,Very High,6,Month-to-month,99.95,Yes,No,Mailed check,Priority outreach + long-term contract incentive
0236-HFWSV,0.7109859842683851,Very High,15,Month-to-month,93.35,No,No,Electronic check,Priority outreach + long-term contract incentive
2472-OVKUP,0.710503833599501,Very High,6,Month-to-month,91.0,No,No,Electronic check,Priority outreach + long-term contract incentive
1200-TUZHR,0.7101172115979718,Very High,8,Month-to-month,85.2,No,No,Electronic check,Priority outreach + long-term contract incentive
5349-IECLD,0.7098422983620587,Very High,2,Month-to-month,94.95,No,No,Electronic check,Priority outreach + long-term contract incentive
5442-UTCVD,0.7097534564561147,Very High,3,Month-to-month,91.85,No,No,Electronic check,Priority outreach + long-term contract incentive
7392-YYPYJ,0.709369280962189,Very High,22,Month-to-month,100.65,No,No,Electronic check,Priority outreach + long-term contract incentive
9317-WZPGV,0.7091824392418216,Very High,2,Month-to-month,79.75,No,No,Bank transfer (automatic),Priority outreach + long-term contract incentive
4285-GYRQC,0.7087348568768076,Very High,7,Month-to-month,86.25,No,No,Electronic check,Priority outreach + long-term contract incentive
3398-FSHON,0.7086488494759605,Very High,12,Month-to-month,91.3,No,No,Electronic check,Priority outreach + long-term contract incentive
9840-EFJQB,0.7082113062766758,Very High,1,Month-to-month,74.35,No,No,Electronic check,Priority outreach + long-term contract incentive
3877-JRJIP,0.7072042214761628,Very High,1,Month-to-month,59.85,No,No,Electronic check,Priority outreach + long-term contract incentive
3217-FZDMN,0.7070188748491363,Very High,8,Month-to-month,94.45,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
8242-SOQUO,0.7067278218671093,Very High,5,Month-to-month,84.7,No,No,Electronic check,Priority outreach + long-term contract incentive
5935-FCCNB,0.705146117244552,Very High,17,Month-to-month,94.2,No,No,Electronic check,Priority outreach + long-term contract incentive
1626-ERCMM,0.705146117244552,Very High,20,Month-to-month,94.55,No,No,Electronic check,Priority outreach + long-term contract incentive
1658-BYGOY,0.705146117244552,Very High,18,Month-to-month,95.45,No,No,Electronic check,Priority outreach + long-term contract incentive
3452-GWUIN,0.705146117244552,Very High,19,Month-to-month,94.95,No,No,Electronic check,Priority outreach + long-term contract incentive
7225-CBZPL,0.705146117244552,Very High,17,Month-to-month,94.8,No,No,Electronic check,Priority outreach + long-term contract incentive
4094-NSEDU,0.705146117244552,Very High,21,Month-to-month,94.25,No,No,Electronic check,Priority outreach + long-term contract incentive
3247-ZVOUO,0.7046013135662547,Very High,10,Month-to-month,85.55,No,No,Electronic check,Priority outreach + long-term contract incentive
3797-VTIDR,0.7044973487428031,Very High,1,Month-to-month,23.45,No,No,Electronic check,Priority outreach + long-term contract incentive
1334-FJSVR,0.7044973487428031,Very High,1,Month-to-month,24.25,No,No,Electronic check,Priority outreach + long-term contract incentive
1564-NTYXF,0.7043318495405276,Very High,13,Month-to-month,82.0,No,No,Electronic check,Priority outreach + long-term contract incentive
5868-YWPDW,0.7042606226654805,Very High,6,Month-to-month,84.2,No,No,Electronic check,Priority outreach + long-term contract incentive
6437-UKHMV,0.7038092012280955,Very High,7,Month-to-month,79.7,No,No,Electronic check,Priority outreach + long-term contract incentive
7638-QVMVY,0.7038092012280955,Very High,7,Month-to-month,79.0,No,No,Electronic check,Priority outreach + long-term contract incentive
5445-UTODQ,0.7038092012280955,Very High,7,Month-to-month,81.1,No,No,Electronic check,Priority outreach + long-term contract incentive
6328-ZPBGN,0.7036597579775532,Very High,11,Month-to-month,95.15,No,No,Bank transfer (automatic),Priority outreach + long-term contract incentive
1980-KXVPM,0.7036255474224615,Very High,3,Month-to-month,75.05,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
9837-BMCLM,0.7033251597523423,Very High,3,Month-to-month,78.5,No,No,Electronic check,Priority outreach + long-term contract incentive
2180-DXNEG,0.7029916848641559,Very High,12,Month-to-month,96.0,No,No,Electronic check,Priority outreach + long-term contract incentive
3030-YDNRM,0.7014007034578307,Very High,8,Month-to-month,74.85,No,No,Electronic check,Priority outreach + long-term contract incentive
8541-QVFKM,0.7014007034578307,Very High,8,Month-to-month,73.5,No,No,Electronic check,Priority outreach + long-term contract incentive
3199-XGZCY,0.7014007034578307,Very High,8,Month-to-month,75.25,No,No,Electronic check,Priority outreach + long-term contract incentive
8065-YKXKD,0.7014007034578307,Very High,10,Month-to-month,74.75,No,No,Electronic check,Priority outreach + long-term contract incentive
4282-YMKNA,0.7014007034578307,Very High,9,Month-to-month,74.75,No,No,Electronic check,Priority outreach + long-term contract incentive
7613-LLQFO,0.7012192911599919,Very High,12,Month-to-month,84.45,No,No,Electronic check,Priority outreach + long-term contract incentive
1173-XZPYF,0.7012192911599919,Very High,11,Month-to-month,89.2,No,No,Electronic check,Priority outreach + long-term contract incentive
2674-MIAHT,0.7011646382757752,Very High,4,Month-to-month,80.3,No,No,Mailed check,Priority outreach + long-term contract incentive
1731-TVIUK,0.6998938546117842,Very High,4,Month-to-month,93.5,Yes,No,Electronic check,Priority outreach + long-term contract incentive
0011-IGKFF,0.6998827701981389,Very High,13,Month-to-month,98.0,No,No,Electronic check,Priority outreach + long-term contract incentive
5884-GCYMI,0.6996950809199777,Very High,1,Month-to-month,69.4,No,No,Mailed check,Priority outreach + long-term contract incentive
4501-EQDRN,0.6996950809199777,Very High,1,Month-to-month,69.7,No,No,Bank transfer (automatic),Priority outreach + long-term contract incentive
0511-JTEOY,0.6996950809199777,Very High,1,Month-to-month,71.1,No,No,Mailed check,Priority outreach + long-term contract incentive
0519-XUZJU,0.6996950809199777,Very High,1,Month-to-month,70.75,No,No,Mailed check,Priority outreach + long-term contract incentive
4110-PFEUZ,0.6996950809199777,Very High,1,Month-to-month,69.55,No,No,Mailed check,Priority outreach + long-term contract incentive
9747-DDZOS,0.6996950809199777,Very High,1,Month-to-month,73.5,No,No,Bank transfer (automatic),Priority outreach + long-term contract incentive
5940-AHUHD,0.6996950809199777,Very High,1,Month-to-month,70.6,No,No,Mailed check,Priority outreach + long-term contract incentive
0151-ONTOV,0.6996950809199777,Very High,1,Month-to-month,70.9,No,No,Mailed check,Priority outreach + long-term contract incentive
8040-MNRTF,0.6996950809199777,Very High,1,Month-to-month,71.1,No,No,Mailed check,Priority outreach + long-term contract incentive
2430-USGXP,0.6995686345016032,Very High,24,Month-to-month,101.05,No,No,Electronic check,Priority outreach + long-term contract incentive
7767-UXAGJ,0.6993363123333766,Very High,1,Month-to-month,50.45,No,No,Electronic check,Priority outreach + long-term contract incentive
6877-TJMBR,0.6990962270874914,Very High,1,Month-to-month,84.8,Yes,No,Electronic check,Priority outreach + long-term contract incentive
1084-UQCHV,0.6989540681278998,Very High,1,Month-to-month,69.75,No,No,Bank transfer (automatic),Priority outreach + long-term contract incentive
4395-PZMSN,0.6986805716242781,Very High,5,Month-to-month,85.55,No,No,Electronic check,Priority outreach + long-term contract incentive
3834-XUIFC,0.6984153624768353,Very High,7,Month-to-month,85.2,No,No,Mailed check,Priority outreach + long-term contract incentive
8348-HFYIV,0.6982315407958154,Very High,2,Month-to-month,49.25,No,No,Electronic check,Priority outreach + long-term contract incentive
2737-WFVYW,0.6982315407958154,Very High,2,Month-to-month,45.25,No,No,Electronic check,Priority outreach + long-term contract incentive
2657-VPXTA,0.6973790295332736,Very High,10,Month-to-month,88.85,No,No,Electronic check,Priority outreach + long-term contract incentive
5883-GTGVD,0.6969721501253602,Very High,19,Month-to-month,99.95,No,No,Electronic check,Priority outreach + long-term contract incentive
0365-BZUWY,0.6969721501253602,Very High,17,Month-to-month,102.55,No,No,Electronic check,Priority outreach + long-term contract incentive
6956-SMUCM,0.6964853816282243,Very High,3,Month-to-month,99.0,No,Yes,Credit card (automatic),Priority outreach + long-term contract incentive
2026-TGDHM,0.6962244675732829,Very High,7,Month-to-month,79.3,No,No,Electronic check,Priority outreach + long-term contract incentive
2740-TVLFN,0.6956556622531593,Very High,1,Month-to-month,50.15,No,No,Electronic check,Priority outreach + long-term contract incentive
0248-IPDFW,0.6956556622531593,Very High,1,Month-to-month,50.1,No,No,Electronic check,Priority outreach + long-term contract incentive
5382-SOYZL,0.6956034926850216,Very High,22,Month-to-month,95.1,No,No,Electronic check,Priority outreach + long-term contract incentive
1746-TGTWV,0.6956031171769775,Very High,1,Month-to-month,75.35,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
6275-YDUVO,0.6951607761269217,Very High,2,Month-to-month,86.2,No,No,Mailed check,Priority outreach + long-term contract incentive
6856-RAURS,0.6950793160641325,Very High,2,Month-to-month,74.9,No,No,Mailed check,Priority outreach + long-term contract incentive
6221-AVQYL,0.6950793160641325,Very High,2,Month-to-month,73.25,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
5570-PTWEH,0.6950793160641325,Very High,3,Month-to-month,75.15,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
9850-OWRHQ,0.6950793160641325,Very High,3,Month-to-month,74.1,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
9058-CBREO,0.6949877477803973,Very High,1,Month-to-month,50.55,No,No,Mailed check,Priority outreach + long-term contract incentive
3874-EQOEP,0.6949291952377691,Very High,7,Month-to-month,95.0,No,No,Mailed check,Priority outreach + long-term contract incentive
1704-NRWYE,0.6948765878462836,Very High,9,Month-to-month,80.85,No,No,Electronic check,Priority outreach + long-term contract incentive
2379-ENZGV,0.6948713188297319,Very High,6,Month-to-month,84.85,No,No,Electronic check,Priority outreach + long-term contract incentive
3138-BKYAV,0.6948713188297319,Very High,6,Month-to-month,85.35,No,No,Electronic check,Priority outreach + long-term contract incentive
4566-NECEV,0.6944599821896738,Very High,5,Month-to-month,96.55,No,No,Electronic check,Priority outreach + long-term contract incentive
8510-AWCXC,0.6942835039970011,Very High,13,Month-to-month,100.8,No,Yes,Electronic check,Priority outreach + long-term contract incentive
7479-NITWS,0.6940414532087191,Very High,7,Month-to-month,89.35,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
5519-YLDGW,0.6938378081396355,Very High,21,Month-to-month,103.9,No,Yes,Electronic check,Priority outreach + long-term contract incentive
6137-NICCO,0.6938050927957196,Very High,6,Month-to-month,94.05,No,No,Mailed check,Priority outreach + long-term contract incentive
5889-LFOLL,0.6935971091045472,Very High,13,Month-to-month,84.6,No,No,Electronic check,Priority outreach + long-term contract incentive
6424-ELEYH,0.6934973439221876,Very High,3,Month-to-month,74.75,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
7130-VTEWQ,0.6933825201750181,Very High,8,Month-to-month,75.75,No,No,Electronic check,Priority outreach + long-term contract incentive
9290-SHCMB,0.6926986602310716,Very High,13,Month-to-month,96.85,No,No,Electronic check,Priority outreach + long-term contract incentive
6390-DSAZX,0.6923654965575778,Very High,1,Month-to-month,73.6,No,Yes,Mailed check,Priority outreach + long-term contract incentive
7005-CCBKV,0.692347795695023,Very High,6,Month-to-month,84.4,No,No,Electronic check,Priority outreach + long-term contract incentive
7595-EUIVN,0.692234892405827,Very High,1,Month-to-month,75.8,No,No,Electronic check,Priority outreach + long-term contract incentive
7079-QRCBC,0.6921986641915515,Very High,24,Month-to-month,98.75,No,No,Electronic check,Priority outreach + long-term contract incentive
5357-TZHPP,0.6910176573681953,Very High,9,Month-to-month,84.4,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
7568-PODML,0.6910061044485355,Very High,1,Month-to-month,45.3,No,No,Mailed check,Priority outreach + long-term contract incentive
8714-CTZJW,0.6907771925621252,Very High,4,Month-to-month,82.85,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
6435-SRWBJ,0.6907033558090443,Very High,5,Month-to-month,82.75,Yes,No,Electronic check,Priority outreach + long-term contract incentive
6127-IYJOZ,0.6904799476939967,Very High,1,Month-to-month,45.85,No,No,Mailed check,Priority outreach + long-term contract incentive
8111-RKSPX,0.6900745252140285,Very High,4,Month-to-month,72.2,No,No,Bank transfer (automatic),Priority outreach + long-term contract incentive
2276-YDAVZ,0.6900745252140285,Very High,3,Month-to-month,75.1,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
3338-CVVEH,0.6899698734582358,Very High,12,Month-to-month,94.55,No,No,Electronic check,Priority outreach + long-term contract incentive
5047-LHVLY,0.6897262795033784,Very High,1,Month-to-month,50.15,No,No,Mailed check,Priority outreach + long-term contract incentive
5955-ERIHD,0.6893665564587688,Very High,18,Month-to-month,94.7,No,No,Electronic check,Priority outreach + long-term contract incentive
3096-GKWEB,0.6893665564587688,Very High,18,Month-to-month,94.75,No,No,Electronic check,Priority outreach + long-term contract incentive
9919-KNPOO,0.6893665564587688,Very High,21,Month-to-month,94.3,No,No,Electronic check,Priority outreach + long-term contract incentive
9185-TQCVP,0.688371808740702,Very High,14,Month-to-month,85.15,No,No,Electronic check,Priority outreach + long-term contract incentive
7858-GTZSP,0.6879050200293474,Very High,12,Month-to-month,86.55,No,No,Electronic check,Priority outreach + long-term contract incentive
7145-FEJWU,0.6876453649557814,Very High,12,Month-to-month,105.3,No,No,Electronic check,Priority outreach + long-term contract incentive
1571-SAVHK,0.6875627425859248,Very High,12,Month-to-month,99.95,Yes,No,Mailed check,Priority outreach + long-term contract incentive
8225-BTJAU,0.6871647850103586,Very High,10,Month-to-month,79.25,No,No,Electronic check,Priority outreach + long-term contract incentive
2688-BHGOG,0.6871647850103586,Very High,9,Month-to-month,79.55,No,No,Electronic check,Priority outreach + long-term contract incentive
5138-WVKYJ,0.6869951448154449,Very High,10,Month-to-month,98.55,No,Yes,Electronic check,Priority outreach + long-term contract incentive
8943-URTMR,0.6861830896815094,Very High,2,Month-to-month,79.65,No,No,Mailed check,Priority outreach + long-term contract incentive
5276-KQWHG,0.6860469898752359,Very High,2,Month-to-month,69.6,No,No,Electronic check,Priority outreach + long-term contract incentive
5804-LEPIM,0.6860469898752359,Very High,2,Month-to-month,70.35,No,No,Electronic check,Priority outreach + long-term contract incentive
2672-DZUOY,0.685249985983649,Very High,1,Month-to-month,25.15,No,No,Electronic check,Priority outreach + long-term contract incentive
7365-BVCJH,0.685249985983649,Very High,1,Month-to-month,24.4,No,No,Electronic check,Priority outreach + long-term contract incentive
1024-GUALD,0.685249985983649,Very High,1,Month-to-month,24.8,No,No,Electronic check,Priority outreach + long-term contract incentive
4813-HQMGZ,0.6838560919593021,Very High,8,Month-to-month,90.25,Yes,No,Electronic check,Priority outreach + long-term contract incentive
8800-JOOCF,0.683660455652552,Very High,12,Month-to-month,84.05,No,No,Electronic check,Priority outreach + long-term contract incentive
4236-XPXAV,0.682597555539045,Very High,5,Month-to-month,99.15,Yes,No,Mailed check,Priority outreach + long-term contract incentive
8445-DNBAE,0.682044895191233,Very High,1,Month-to-month,50.05,No,No,Electronic check,Priority outreach + long-term contract incentive
9274-CNFMO,0.6819410680866562,Very High,4,Month-to-month,74.95,No,No,Electronic check,Priority outreach + long-term contract incentive
8443-WVPSS,0.6819035522037138,Very High,10,Month-to-month,99.85,Yes,No,Electronic check,Priority outreach + long-term contract incentive
0219-YTZUE,0.6817814093856885,Very High,4,Month-to-month,84.8,No,No,Bank transfer (automatic),Priority outreach + long-term contract incentive
1010-DIAUQ,0.681292480620113,Very High,5,Month-to-month,96.5,No,No,Bank transfer (automatic),Priority outreach + long-term contract incentive
9696-RMYBA,0.681099273817168,Very High,5,Month-to-month,80.1,No,No,Mailed check,Priority outreach + long-term contract incentive
9095-HFAFX,0.681099273817168,Very High,5,Month-to-month,81.0,No,No,Credit card (automatic),Priority outreach + long-term contract incentive
9330-IJWIO,0.6808100069616269,Very High,13,Month-to-month,100.35,No,Yes,Electronic check,Priority outreach + long-term contract incentive
9907-SWKKF,0.6807906812266982,Very High,1,Month-to-month,25.05,No,No,Mailed check,Priority outreach + long-term contract incentive
2880-FPNAE,0.6796266914058869,Very High,2,Month-to-month,74.2,No,No,Electronic check,Priority outreach + long-term contract incentive
4342-HENTK,0.6796266914058869,Very High,2,Month-to-month,70.65,No,No,Electronic check,Priority outreach + long-term contract incentive
2055-PDADH,0.6796266914058869,Very High,3,Month-to-month,70.4,No,No,Electronic check,Priority outreach + long-term contract incentive
9799-CAYJJ,0.6796266914058869,Very High,2,Month-to-month,69.3,No,No,Electronic check,Priority outreach + long-term contract incentive
1184-PJVDB,0.6787977818182813,Very High,10,Month-to-month,79.95,No,No,Electronic check,Priority outreach + long-term contract incentive
1219-NNDDO,0.6772615498336223,Very High,9,Month-to-month,76.85,No,No,Electronic check,Priority outreach + long-term contract incentive
7354-OIJLX,0.6772615498336223,Very High,9,Month-to-month,75.85,No,No,Electronic check,Priority outreach + long-term contract incentive
5928-QLDHB,0.6772615498336223,Very High,9,Month-to-month,76.25,No,No,Electronic check,Priority outreach + long-term contract incentive
6407-UTSLV,0.6770319884907561,Very High,2,Month-to-month,83.8,No,No,Bank transfer (automatic),Priority outreach + long-term contract incentive
0115-TFERT,0.6766633885315319,Very High,21,Month-to-month,111.2,Yes,No,Electronic check,Priority outreach + long-term contract incentive
5685-IIXLY,0.6764543948432854,Very High,5,Month-to-month,83.6,No,No,Electronic check,Priority outreach + long-term contract incentive
